review,sentiment
"Camera mundurnya bagus,termsk Rumahnya jg Presisi,Pengiriman Cepat,Raspon lapak jg mantap..! Tmksh.",0
pnp,1
"barang cepat sampai.. menunggu dipasang
. semoga sukses terus",1
pas tinggal pasang.,1
mantap gan terimakasih produk mantap jozz,1
"mantap,cepat,sigap,ramah..",1
"Build quality ☆☆☆☆☆
Function
Worth to buy ☆☆☆☆☆

Notes: Belum saya pasang sih, semoga gambarnya jernih dan berfungsi normal.. Tapi sekilas lihat build qualitynya cukup me... ",1
"Worth it dengan harga segini, untuk kondisi kamera ketika siang dan malam review dari saya cukup lah untuk membantu vision ketika parkir ataupun mundur.",1
Worth every cents👍👍,1
Barang sesuai pesanan dan berfungsi baik thanks,1
"Bracket Plug n play di HRV, tinggal lepas lampu plat number sebelah kiri, Hasil Jernih, night vision Ok...",1
"Respon penjual cepat, pengiriman cepat, belum dicoba, smga aja berfungsi dgn baik.",1
barang sudah d terima dengan baik. tapi belum d pasang,1
sesuai pesanan....,1
bagus.. keren recomanded seler nya,0
"mantap super cepat sampai
sesuai deskripsi",1
"Dudukan lampu plat nya kurang presisi di Jazz GK5
memungkinkan masuk air ke dalam",1
"seller responsif, packing rapih maximal.
unit br maw di pasang, semoga sesuai dgn spek dan bs di pake mxml",1
"Mantap sesuai pesanan, tinggal tes",1
"mantab....,langsung dipasang,",1
"paket sudah diterima dengan baik, terimakasih, tokopedia, dan kurir. 🙏👍⭐⭐⭐⭐⭐",1
Sudah Di terima sesuai pesanan tapi Belum Di coba mudah2an bagus,1
"Terima kasih, barang bagus sesuai yg ditawarkan,
 respon cepat, paking bagus.",1
"PnP, gambar terang, terbaik di kelasnya..",1
"seller ramah responsif, packing bagus bubble wrap, barang ok👍👍👍👍✅",1
"berfungsi dg baik, gambar jernih, tks",1
sesuai pesananan ... kirim nya cepat,1
Kualitas bagus,1
ntaaaaaappppppppzzzzzzzzzzzzzz..........................................,1
"barang sudah sampai bagus, paking rapi, resfon cepat.  namun belum dipasang, semoga berfungsi dg baik.",0
mantap barangnya..,1
Penjual sangat respon 👍👍,1
"seller Fast respon,,pengiriman cepat dan aman,, barang bagus,,jempol👍",1
"sempat ragu dengan sudut pandangan jika dipasang di Honda Freed, ternyata, pas, bagus.
kualitas gambar cukup.
PNP, pas untuk freed.",1
pelayanan ramah.,1
Ok siip,1
"barang bya mantap, kemasan rapi dan mantap",1
Lumayan jelas kameranya,0
"packing super aman, belum di coba, semoga berfungsi dengan semestinya dan awet.",1
"Belum dipasang tapi,",1
blm di pasang. semoga hasil memuaskan,1
Barang diterima tepat waktu,1
"barang oke, harga oke, penjual oke, kurir oke..
mantap..",1
top seller... sukses yrs,1
barang ok tp blm di pasang,1
"bagus, mudah pasang nya. Produk original gambar jelas
Berfungsi dengan baik.",1
Mantap...,1
"kwalitas bagus harga murah
smoga awet",1
"barang nya bagus , plug and play",0
"hhhmmmm begini kualitas kamera 100 ribuan..?????

memuaskaannnn
mantaaapp",1
"mamtap respon cepat order malam jam 7, jam 8 resi keluar, mntp abis",1
Kurang bagus kalau malam. Pengiriman cepat,0
Dudukan mikanya bagus presisi 👍👍👍 kamera juga bagus👍👍👍 dan respon chat dan pengiriman super cepat..... recommended seller 👍👍👍,0
Barang sudah sampai dengan selamat 👍🏻 Packaging nya sangat baik & proses pengiriman nya jg cepat. Seller nya pun ramah dan sangat responsif! Kamera nya juga sudah d... ,1
Barang baru kualitas ok. Respond seller cepat dan ramah. Thank you,1
"Bagusss bgt!!!!
Pengiriman cepat",0
"Barang aman pokok nya.. seller amanah
Ok sekali",1
Produk aman dan pastinya ori👌🏻,1
"Seller terbaik, fast resp dan dikasih promo code yang mayan gede juga. Recommend seller !",1
"Makasih min, paket benar benar serius di kerjakan. Buble wrap rapi, kartu nama ada, plastik aja di custom, kardus box di custom jugaa ngeri kali loh hhahaaha
Semoga awet... ",1
admin fast response.. Terimakasih,1
terimakasih min. pelayanannya baik banget. buat saya yang awam diajarin dengan sabar.,1
"keren bgt, fast respon, walau ada miss sedikit tapi langsung dikasih kompensasi, lanjutkannn",1
walaupun lama PO nya.. overall pelayanan ok dan memuaskan..,1
"Packing aman.. bonus lengkap.. produk aman... segel uda kebuka,, mgkn krn QC..",1
walau menunggu lama tapi worth it parah... ya kalo udah official store udah tau kualitasnya gimana,0
"Pelayanan dan cs bisa diandalkan, barang bagus dan mulus, pengiriman cepat👍🏻👍🏻👍🏻",0
"Thankyou Focus Nusantara!
Original product, good quality & excellent service 👍🏻👍🏻👍🏻",1
Pengiriman aman barang berfungsi baik. mantap,1
"bable wrap tebell, walaupun tidak pakai kayu, cuma dikendala pengiriman, itu juga bukan karna sellernya yg lama tpi dari pihak expedisinya lama",0
"Produk sesuai deskripsi. Original datascript, tapi udh terdaftar 1 thn lalu, jadi sisa masa garansi hanya 1 thn. Kartu garansinya lecek (jadi kayak barang second). Unit b... ",0
"Barangnya bagus ori, masih segel packingnya rapih ngga ada yg penyok",0
seller ramah dan barang ori mantap jiwa,1
"penjual gercep, paket aman, tanya2 cepet dijawab. mantap jiwa pokonya",1
"Sesuai foto dan deskripsi. Cepat diproses, dikirim dan sampai.",1
cakep banget bossss kualitasnya 🤌🏻🤌🏻🤌🏻 dapet free pasang lagi sama mekaniknya,1
Sangat bagus saat malam hari dash cam nya,0
"Barang mahal tapi nga disegel, jadi sedikiiit menjadi pertanyaan",1
"Alhamdulillah sudah diterima dengan baik, perfect!",1
"respon baik, proses cepat , packing sangat baik , terima kasih",1
"fast respon, good dan recommended seller.. mudah2an pemasangan aman dan lancar..",1
fast respon.mantulll,1
"belom dicoba dipakai karena, nanti setelah dicoba akan di update ulang penilaian..pengiriman cepat dan buble tebal barang aman",0
Produk sesuai deskripsi Semua fitur berfungsi baik waterproof wow diluar ekspetasi,1
"Produk sesuai deskripsi, sudah dites dan produk berfungsi dengan baik, packing rapi dan super aman, pengiriman cepat, harga bersahabat dan sellernya ramah 👍",1
"barang bagus dan kamera jernih, bisa di puter2",1
niatnya ganti kamera rear bawaan jadi ini buat mengatasi buram pada malam hari. ternyata sama saja tidak berdampak banyak. justru bintik nya lebih bnyk,0
Upgrade rear camera nya oke. Kualitas oke.,1
"setelah beli produk ini; 
Kelebihan respon penjual cepat, kalau ada pertanyaan fast respon di jawab. untuk layar oke sdh gede juga cuma klo malam jadi agak silau karena g... ",1
"Satu pake dengam M27S, bekerja dengan baik",1
"Rear camera cocok dgn M63 saya, tinggal colok. Resolusi kamera Full HD.",1
"ok,kirim cepat, sudah 2x beli barang bagus...",1
"respon penjual bagus, informatif ... proses pengiriman juga oke",0
sarang cek dulu unit sblm dikirimbiar gak bulak balik,0
Kamera belakangnya untuk outdoor gk sejernih kamera depan. Karen pixelnya mungkin tidak terlalu besar jg. Tp untuk ngerekam udah ok lah. Thx,1
"Gambar belakang jernih walaupun posisi didalam mobil, bisa diputar untuk adjust arah kamera",1
"Works at AR08
Picture quality is better with original outdoor rear cam
But during rain better have indoor cam",1
"barang diterima lengkap, packing bagus aman ..sesuai deskripsi..semoga hasil kameranya sesuai ekspektasi...juga kuat & awet ...makasih.. Alhamdulillah",1
Juara !,1
"tks, tinggal dipasang.. semoga bagus",0
"headunit hrs sudah suport kamera ahd klo blm ga bisa, mantap min!",1
bingung masangnya,1
"Kualitas sesuai dengan harga, Lumayan bagus produknya 🥳👌🏻",1
"cakep,..............",1
"packing super aman (double wrap)
barang sesuai iklan. bintang bicara",1
barang nya bagus tepat sampat nya thank you min,1
Gooodddddddd sangat puas belanja ditoko ini,1
goooodddddddd,1
mantap cepat sampai nya,1
the best pokoknya beli disini,0
"respon cepat,  barang okeee",1
"brang nya bgus, sesuai harapan, brpngsi dngan baik,tanks",1
"cam udah diterima, tapi belum sempat kita pasang., ntar kita update lagi klo udh terpasanh",1
barang SDH sampai lengkap sesuai deskripsi dan SDH di coba bagus,0
"barang cepat sampai. kualitas oke, baik Siang ataupun Malam harinya. Semoga keawetan dan ketahanan lebih baik timbang 70 siomay",1
"brg bagus sesuai pesanan, packing aman sp sesuai jadwalnya...mantab",1
"puas banget pelayanannya baik, ramah, dan barang berfungsi dengan lancar. semoga awet barangnya",1
Mantap sudah terpasang di stargazeX,1
"Barang Masih Tersegel, kualitas barang bagus. Tanpa cacat, packing baik dan super aman. Barang yang di terima sesuai dengan gambar dan original. Top Lah 👍🏻",1
"beli ini karena penasaran pengen tau merk azdome, pakai jasa pasang dari toko+ 24h parking cable, overall puas dengan jasa pemasangannya, lumayan rapi. 
komunikasi toko j... ",1
Dipasang sendiri ternyata tidak sulit dan sudah berfungsi normal,1
"Kameranya berfungsi dengan Baik, pemasangan rapih, hasil rekaman bagus, rekomen banget",1
mantap hasilnya,1
"Barang bagus, pemasangan jg cepet",1
"seusai pesanan. sudah di test. hsilnya luar istimewa. 5K untuk independen kamera depan. kalau difungsikan 3 kamera, yang kamera depan nya mampu di 2080P.",1
"Pengiriman cepat, respon admin cepat, pemasangan kit nya oleh teknisi juga rapi.. thx seller...",0
"mantep,, pelayanan baik.. komunikatif.",1
barang bgs sesuai deskripsi mudah2an awet yaaa,1
pengiriman cepat. packing aman. paket sudah dicek berfungsi normal.,1
pembelian kesekian kalinya 👌,1
"blom sempat unboxing, semoga sesuai harapan",1
"Gak nyesel kalo beli langsung di official store deh, rekomen pake banget pelayanannya, Terima Kasih  kak",1
Overall barangnya bagus. Hanya saja untuk kamera internal hasil rekamannya sering kurang tepat warnanya. Mungkin karena pengaruh infrarednya. Tetapi meskipun kondisi tida... ,1
"Produk bagus, sesuai deskripsi. admin fast respon dan ramah, pelayanan memuaskan baik menjawab pertanyaan dan instalasinya. recomended seller",1
bagus cepat dan rapih,0
"kerenz, cepat dan tepat",1
"sesuai deskripsi barang... fast respon
tinggal di coba",1
berfungsi baik smoga dashcamnya awet.,1
"barang bagus, cmn klo ingin instal blm sma jasa pasang y 250 rb, dan ad beberapa teknisi ya blm bgtu familiar cara psang dascam hingga pasang kamera outdoor terbalik buat... ",1
"barang bagus, cuma penempatan agak kurang, saran untuk kamera depan, posisi kamera dikiri, jadi kalo dipasang di area pengemudi masih bisa di tengah, kalo sekarang agak c... ",0
"paket rapih, pelayanannya memuaskan,sabar meski tanya tanya dulu baru beli, barang pun cepat sekali sampai.. makasih banyak",1
repeat order. Mantap deh pokoknya👍👍,1
"kualitas video mantap semua kamera, layar touchscreen, wifi download ke HP dengan aplikasi sangat mudah. video bisa diputar dengan aplikasi Android. Fungsi 24 jam cukup o... ",1
"Reslon cepat, pengiriman cepat, barang sesuai diskripsi",0
mantap dan rapi dan aman packingnya,1
"top markotop, teknisi nya humble pula,",1
mantap gan pengiriman menyalip orderan lain👌,1
"barang sesuai deskrisi, bisa connect wifi juga pakai app. Vidure. cuma respon penjual lama, pengiriman dengan JN* pearah, sdh sampai kota tujuan tanggal 4, tenggat waktu... ",0
lumayan la.,0
sesuai fitur yang ditawarkan. pengirimannya yang lambat,1
kameranya doank agak burem Berfungsi dengan baik,1
"puas dengan kecepatan dan tanggapan pelapak..kamera depan + belakang + MC 132MB lengkap. Mudah dipasang untuk SUV , berfungsi normal semua..bagus! worth for money!",1
"Barang sudah diterima, Berfungsi dengan baik, semoga awet..!",1
"barang rusak,tdk bisa di gunakan",0
Clear high resolution,1
"Baru datang, blm terpasang.
Mudah2an berfungsi dan awet",1
naaaaaiiiiissssss....... kamera nya bagus dan terang saat gelap,0
"Barang sampai dengan selamat tapi hasil pemasangan belum bisa dishare, semoga berfungsi dengan baik, wuallahualam.",1
"Bagus, sesuai, order ke dua setelah 2 tahun yang lalu",1
"blm sempat cb, semoga awet. seller fast response, kurir gercep. overall ok.",1
"barang sesuai. Asli. Berfungsi sempurna.
Rekomendet bagi pengguna Azdome AR08 yg kamera belakangnya dudah ertor.",1
"Mantap, buat dashcam lain yg 4 titik bisa, malah jauhhh lebih bagus hasilnya dibanding kamera bawaan dashcam 600 ribuan",1
sangat bagus dan cocok utk Dashcam merk lain yang menggunakan connector 4pin,0
"Langsung plug n play, semoga awet..",1
sudah terpasang dan tidak ada masalah,1
"tes nyala, tinggal pasang",1
mantaps. Terima kasih,1
pengiriman cpt gbr bagus sdh d test dan d pasang toko resfonsif selalu jawab jika d chat mksh seler sukses selalu,1
"barang bagus dan penjual ramah, cepat respon",1
"barang bagus. hasil bagus.
seller responsif.",0
"barang oke, layanan bagus, bisa minta teknisi pasangin. thanks",1
maaf saya ga tau barang nya ini memang rusak/tidak karena saya ga bisa test. kalo memang tidak compatible dengan merek lain. saran saja bahwa dicantumkan dengan jelas tid... ,0
sudah dicoba hasilnya bagus,1
"Berfungsi baik, tapi baut pengunci satunya ga ada..",1
Mantap ni,1
mantab barang sudah sampai dan belum di pasang semoga berfungsi normal dan awet,1
"kurir pakai YES, dikirim senin diterima kamis.",1
"Sdh pakai untuk 2 mobil. Hasilnya bagus, ada aplikasinya jg",0
"sesuai dgn gbr
pengiriman cepat
penjual responsif
blm di coba, smg berfungsi dgn baik",0
"barang sesuai deskripsi, pengiriman cepat, pemasangan mudah. kualitas tangkapan gambar sudah mencukupi kebutuhan sbgai blackbox mobile apabila terjadi hal2 yg tidak diing... ",0
Mantaaalpp pengiriman cepat,0
kualitas bagus pengiriman cepat murah,0
Dash cam ok sesuai pesanan seller ramah n fast response kirim cepat,1
sejauh ini sih spertinya normal. belum di pasang. pasangnya bsk ke bengkel dlu biar rapi.,1
"Berfungsi dengan baik, joss",1
"barang sudah samapai dengan selamat dan normal, semoga awet tidak rewel",1
Good 👍🏼,1
Sofar ok sih cepet langsung kirim,1
"Kaga baru2 amat. Barang rekondisi ini mah. 
Unit berfungsi normal, tidak ada kendala. Cuma knob mode seret saat diputar, kardus butek. Strap bekas. Sc 11rban. Charger ga... ",0
Alkhamdulillah datang dgn selamat sentosa. BNIB fitur normal semua.,1
"Body Mulus, Semua Tombol Berfungsi Normal,Kelengkapan Sesuai",1
"Mantap, semoga awet. Kayaknya memory nya musti diformat,nggak kebaca",1
Seller komunikatif … 🤝👍,1
pelayanannya d'best seller komunikatif terima kasih min,1
"barang bagus, penjual jujur, sesuai pesanan.",1
"Sony a6000 sudah sampai dan sudah diterima dlm kondisi baik. Packing tebal dan aman, semua masih tersegel, kebetulan ambil yg garansi distributor. Untuk kamera sendiri be... ",0
"Barang baru sesuai deskripsi, kelengkapan sesuai.",1
"Penjual ramah, kamera sesuai dgn yg dideskripsikan, kurir juara..tks.",1
barang masih segel..semoga benar sesuai deskripsi nya..barsng new original garansi distributor,0
"Fast response, good packaging, camera works well",1
"alhamdulillah ...barang bagus sesuai pesanan, admin fast respon dan baik...trimakasih",1
"barang sesuai, tq seller",1
"pengiriman cepat dan tepat waktu
fast respon dari penjual
rekomendasi toko",0
"Camera Sony udh diterima dgn baik, udh dicoba dan mantab. Tks untuk good seller",1
"Matap seller ramah,pengiriman cepat",0
"Seller fast respond dan solutif, pengiriman cepat, barang mulus.",0
"packing sangat mantap, but tanda/ tulisan d kamera ada yg sdikit pudar.. tp tombol fungsi. Mdh2an awet",1
mantap barang cihuy...dikasi bonus tas kamera dan filter,1
fine² sj sih packing tebel 👍,1
puas banget sama barangnya good job,1
"respondnya cepat dan pengiriman cepat. 
GOOD JOB",1
paket diterima dengan kondisi baik serta segel. tp belum duka segenya. krn membelanjakan pengadaan. semoga baik jg kondisi barangnya.,1
cuma aga lecet di tombolnya karna tua,0
Barang sampai dengan aman & selamat,1
Kameranya sesuai ekspektasi. packingnya aman 📦. Produk sesuai deskripsi.,1
Kameranya sesuai ekspektasi. Produk sesuai deskripsi. packingnya aman 📦.,1
packingnya aman 📦. Semua fitur berfungsi baik.,1
barang baru n ori cuma waktu dibuka boxnya bagian tutup baterai lepas & plat metal sebelah baterai agak miring jd baterai sempat gak bs masuk. akhirnya bisa setelah d... ,0
"penjual renponsif sih. harga termasuk sangat murah di tokped. gak apa² nanggung ongkir juga. tapi tetep paling murah walaupun naggung ongkir. 

tips buat yg hobi belanja... ",1
"afast response, pengiriman cepat",0
"Sudah di terima
semoga barang tak ada kendala
semoga penjuak bisa bantu kalo ada apa apa",1
"semua fitur berfungsi dengan baik, produk ok, respon seller gercep🔥",1
datang dengan selamat dan kualitas sesuai deskripsi,1
"barangnya sesuai pesanan, sudah ditest dan mantab. packing juga sangat aman. jadi gak perlu kuatir",1
"rekomendet banget, sesuai ekpetasiiii,, Gacorrrrr,, gift nya lengkap🔥🔥",1
Packing hang luar biasa ketat. buble warp plus kardus tebal 2 lapis. barang ori keren. recomended seller.,0
"sudah beberapa kali beli kamera disini,,,penjual respon cepat dan baik, barang bagus... recommended seller banget. sukses  winner pro...👍👍",1
"Sudah sampai dengan selamat sentosa, thanks ya",1
Penjual ramah kiriman cepat dan barang berfungsi dengan baik,1
paket mendarat dalam keadaan baik,1
"barang sesuai deskripsi dan lengkap , seler 👍",0
"Hasil gambar nya jernih , terang , no play play 👍🏻👍🏻👍🏻",1
"barang sesuai pesanan, seller responsive 👍",1
Kualitas gambar kurang memuaskan.,1
Berfungsi dgn baik...recommended seller and product 🙏 👍,1
"Pelayanan baik, penjual responsif dan dengan sabar menjawab pertanyaan yg saya berikan. Proses pengiriman juga langsung cepat dilakukan, gak pake lama lgsg di proses utk... ",1
produk sesuai dan seller ramah,1
"qualitas kamera sesuai ekspektasi bagus, pelayanannya juga ok. thanks ya",1
"respon cepat, pengiriman cepat, barang sesuai.",1
"Barang sesuai, packing rapih, delivery juga cepat. Overall recommended seller!!!",1
"Terima kasih,Paket sudah sampai,Paking Aman,Pengiriman STD,Paket Lengkap,Belum di Pasang Moga PNP,Tks",1
gk usah ragu pasangnya dibantuin teknisi sampe nyala👍,0
"barang sesuai deskripsi 
kualitas asli HD 
admin super baik 
good seller 👍",1
"Semoga awet, gambar jernih (siang or malam), .............................",1
"Baikkkk bgt, dipasang ke rumah
Produk original kualitas terbaik. Berfungsi dengan baik. Pas banget pas dipasang di mobil cocok.",1
"Gambarnya jelas banget, rekomen",1
Produk original kualitas terbaik. Pas banget pas dipasang di mobil cocok.,1
Produk original kualitas terbaik. Pas banget pas dipasang di mobil cocok. Berfungsi dengan baik. Gratis pasang.,1
🤭🙏😎😎😎😎😎👍👍👍👍👍,1
"Build in quality terbaik di kelasnya keren, next ke workshop buat pasang",1
Mantap. Jernih gambarnya.,1
"Produk sesuai deskripsi, Kualitas sangat memuaskan. Seller fast response. Teknisi Kooperatif. Recommend",1
"Terima kasih HIRO. barang sdh diterima dengan baik, tinggal pemasangan saja.",1
"Barang sudah sampai, packing oke, tapi blm dipasang nunggu waktu longgar dl utk ke bengkel",1
"Klo kameranya nda usah diraguin lah ya, harga emang gak bisa boong. Ku lebih mau apresiasi sama kualitas pelayanannya. Admin topednya fast response & informatif, admi... ",1
Belum dipasang.. Mudah2an berfungsi dengan baik,1
SERVICE SANGAT MEMUASKAN. TERIMA KASIH HIRO,1
"Barang sudah sampai, tapi belum dipasang, semoga sesuai harapan. 
Pengiriman cepat & akan langganan terus disini",1
"ini kamera ketiga saya, yg 2 klo malam burik semua, puas pakai merk ini. pas ada promo pula. moga awet.",1
"Material produk kokoh dan proper, hasil kamera terang buat malam",1
"pengiriman super cepat, admin respon jg cepat. thank you
belum pasang, tp akan ke workshop utk pasang, bs homeservice juga. lgsg tny aja ke admin",1
mantappp.. adminya baik. dan punyaku yg rusak dulu diganti.. meskipun second. tapi bisa digunakan. makasih admin.. RECOMMENDED SELLER.KAMERAX JERNIH SEKALI,1
"Adminnya responsif. Makasih, Hiroooo.....",1
bagus.. jernih dsb.. sorry belum sempet foto detail tapi pokoknya jernihhh,1
"Build quality lensa dan body cameranya sangat ga main2. Solid rock. Kualitas gambarnya jg sangat jernih di gelap, terang, dan hujan. Ada opsi untuk menghilangkan guidelin... ",1
bahan kameranya premium hasilnya belum dicoba lagi semoga bagus dan awet aja,1
"untuk kamera bagus, sesuai hasilnya. tp untuk pemasangan di s-cross butuhndudukan tambahan kamera lagi. kalau browsing terjangkau jg harganya",1
"mantap..paking aman pake bubble wrap, barang ok..tinggal nanti dipasang,smoga baik dan lancar...terima kasih bonus sanitizer nya..tetap pertahankan pelayanannya yg gercep... ",1
"barangnya mantap, kondisi gelap pun masih kelihatan terang, ada harga ada rupa.",1
packing rapih dan pengiriman nya cepat,0
"kualitas produknya premium, kualitas gambar bagus, tajam, jernih. di malam hari pun keliatan jelas. emang TOP",1
respon cepat dan barang sesuai harapan,1
"Mantaaap , responchat,cepat, dan barangnya",1
"barang sesuai pesanan,pengiriman cepat,dri segi pengemasan sangat amat safety",0
bagus bro,0
"Bagus cuman kurirnya telat antar di hari pengantaran, saran pilih kurir yang cepat terpercaya saja",0
"kecepatan pengiriman cepat
dan bersegel",0
"keren JPC Kemang emang, harga debes
pelayanan debes",1
"Sangat puas dengan admin dan pelayanannya, sukses",1
lucuu bangeeet,1
Hasilnya cakep! Cuma jangan pernah biarkan batre terpasang terus ya.,1
"Barang mantap 👍 seller jg responsif
Hasil fotonya mantap ky pake kamera film
Overall recommended",1
"alhamdulillah puas belanja disini
kalau rusak ada service centernya dan diganti baru masyaAllah

puas sangat!!!",1
Lucuuu 😻💕💖,1
"toko ok, produk ok, gojek ok, saran packaging menggunakan bubble wrap",1
Kualitas gambar mantap.,1
Berfungsi Dengan Baik Semoga Awet... Paking Aman... Pengiriman Cepat,0
"kamera bagus, tepat waktu, barang oke,  Pas banget pas dipasang di mobil cocok",1
sesuai pesanan.. belum di coba semoga normal..,1
"barang sesuai cuma sayang tidak cocok di orca android, sudah coba semua mode gambar tetap saja gambar seperti tv rusak",1
"Respon cepat, harga bersahabat 👍",1
udah dua kali beli barang disini oke kok lumayan. semoga yang kali ini lancar jaya juga gak ada masalah.,1
barang asli barang bagus puas banget gak bakal mikir dua kali kalau mau belanja disini emang mantap pengiriman seperti kilat petir menyambar ceper banget tiba2 udah nyamp... ,1
Barang sudah diterima semoga awet dan lanacar jaya.,1
"barang bagus, kualitas lumayan, pengiriman cepat",0
barang mulus,0
"berfungsi dengan baik, semoga awet terutama battery nya semoga tdk cpt drop",1
semua berfungsi dengan baik.. pengiriman cepat,0
"bagus kameranya,,, puas",1
Pelayanan top. Barang cukup oke dengan harga akhir cuman 300an karena ada cashback. Maklum feature pasti sangat basic dengam harga segitu. Kalau ada rezeki lebih mending... ,1
"proses cepet banget, seller ramah, oke lah pokoknya...",1
"bagus banget, terima kasih kak",1
"Produk akurat dan sesuai dengan pesan di tambah pengiriman cepat dan tertata, terima kasih atas pempersiapan produk dan pelayanan yang menghargakan 🤗",1
👍👍👍 berfungsi dgn baik blom coba mnyelam smoga aman dan untuk tokohnya sangat respec👍,1
"mantap, bagus,belum dicoba",1
"Bagus sesuai deskripsi,  sukses selalu",1
"Pelayanan cepat, paket dikirim dengan aman, barang sesuai berfungsi dengan baik",1
"Barang tiba sesuai pesanan dengan harga yang sangat miring 👍👏🏾
Tapi belom dicoba…..mudah2an berfungsi dengan baik 🙏🏽",1
fast response and fast delivery,1
barang bagus sesuai spek.. terima kasih kaka,1
"ya puas. memang agak lambat, mungkin banyak pesanan..tapi oke. Kameranya sesuai ekspektasi barangnya sesuai gambar 👍🏻 packingnya aman 📦 Produk sesuai deskripsi Semua f... ",1
Kameranya sesuai ekspektasi Semua fitur berfungsi baik packingnya aman 📦 bergaransi resmi,1
"mantab jiwaaa, kamera bener bener baru dooong, barang syegheeel, cuman untuk saran aja, kasih tambahan box biar box kameranya ga penyok, overall mantab jiwa",1
"barang diterima dengan baik
seller nya fast respon , top deh",1
"mntap, pengiriman cepat, kualitas jg bagus.",0
"kualitas barang ok, pemasangan mudah...",1
hasil kamera cukup jelas,1
"Barang sdh sampai dan sudah dipasang, berfungsi dgn baik",1
"barang bagus, mantap",1
barang sesuai pesanan semoga lancar dan sukses selalu buat pelapak dan pembelinya 😉🥰,1
Barang sesuai Pesanan,1
barang bagus berfungsi dengan baik cuma angle nya aja kurang naik sedikit jadi harus modif lagi,0
"belum tk coba, tp kupercaya janji manismu",1
barang sesuai fungsi normal,1
produk sesuai gambar dan lengkap,1
"lumayan lah, harganya jg terjangkau",0
"ok mantap, sesuai pesanan.",1
cameranya sdh diterima...dan sdh dipasang berfungsi baik. admin good respon,1
"sesuai iklan, good material, good appearance, good result,",1
cepet sampainya... mudah2an sesuai,1
"barang sesuai deskripsi, panjang kabel yg didapat sesuai kebutuhan.",1
"good product , 👍",1
"Kamera parkir mundur orca ternyata bagus, sdh terpasang di innova, gambar tajam dan ada garis pengarahnya. Pengiriman cepat. Recommended seller",0
rekomend kamera mundur innova 2010,1
"akurasi kurang baik. di camera sudah merah tp masih sisa 60cm di belakang. 
utk resolusi baik",1
Barang sudah sampai. Thanks.,1
penjual sangat ramah,1
"belum dipasang, semoga bagus",0
barangnya sesuai postingan tapi belum terpasang semoga lancar terimakasih,1
"Terbaik, paking aman tepat cepat. kualitas istimewa..",1
"Barang bagus,pengiriman cepat",0
blm bisa dipasang,1
"Pesanan sudah diterima dengan baik, belum dipasang, mudah mudahan bekerja dengan baik, terimakasih.",1
"barang bagus,packing aman & rapih,pengiriman cepat",0
"barangnya sesuai deskripsi, belum dicoba semoga awet.  terima kasih.",1
kualitas camera berfungsi dengan baik. namun resolusi masih kurang bagus,1
"barang datang sesuai spek,dah terpasang dan hasilnya bagus,seller responsif,pokoknya mantap deh👍",1
Kualitas bagus sesuai dengan yang dijelaskan pada kolom deskripsi dan gambar,1
"Packing aman dengan buble wrap tebal, isi barang komplit sesuai deskripsi. Tinggal bawa ke bengkel untuk pasang.",0
oke mantab rapi dan jernih.. josss,1
"Respon penjual enak, packing rapih, pengiriman cepaat, mantap pokoknya tinggal dipasang semoga bisa, tengkyu min👍",0
"barang ok , sesuai deskripsi nya",1
sesuai...pas banget,1
Belum tak pasang. rate dl aja,1
seller fast respon. kecepatan pengiriman super kilat. packing bubble wrap tebal banget. barang belum dibuka dan dipasang karena masih di luar kota. semoga awet tiada kend... ,1
sesuai deskripsi aman cepat tapi belom dicoba,1
"good...barang bagus, istimewa, cepat respon dan cepat sampai nya... terimakasih bosqu🙏",1
Respon dan pengiriman sangat cepat. Semoga barangnya awet. Thanks,1
deskripsi dapet kabel av 20 meter tapi ga Ada di pengiriman,0
"Barang oc sesuai dengn yg d phto,blm d pasang mdhn cocok",1
barang sampai dengan lengkap.. tp belum dipasang... semoga berfungsi,0
Berfungsi normal di Jazz 2019,1
mantaaap sesuai pesanan,1
"barang ok , pengirimian cepet. top",1
"Barang sesuai deskripsi, blm di coba, mudah²an awet...",1
"diterima dgn lengkap, belum dicoba",1
"barang sesuai dengan deskripsi dan pesanan, berfungsi dengan baik, respon cepat dan barangpun cepat sampai, terimakasih",1
Berfungsi dengan baik semoga awet,1
"pengiriman cepat, packing rapi dan aman, sudah lgsg pasang dan berfungsi baik.
semoga tetep berfungsi baik dan awet.",1
Kameranya jelek gambar goyang2 sudah diganti kabel rca tetep sama. Di chat ga kasih solusi. Akhirnya beli lagi kamera baru dan normal. Memang barangnya aja yg rusak,1
"respon penjual ok, barang sesuai pesanan, packing ok. Barang blm dipasang, semoga barang berfungsi dgn baik.",1
"Oke kameranya, cuma garis instruksi belok kadang ngaco, wajar harga murah",1
"Paket sdh sampai dengan aman, sesuai deskripsi, semoga awet, Tks gan",1
Mantap salam gasspolll,1
"produk sesuai, packaging aman, dan pengiriman cepat",1
"mantap kak barang sudah sampai sesuai deskripsi,, respon penjual jg sangat baik,, semoga barangnya berfungsi dengan baik..",1
"barang sesuai dengan gambar dan deskripsi diiklan , langsung dipasang dan ok,  semoga awet",1
"resolusi lebih bagus dibanding yg orca harganya dibawahnya ini. sudutpandang juga lebih lebar. saya tandinya beli orca yang harga dibawahnya ini. saran yang mau beli, leb... ",1
